X,Y
-79.71753105,43.67458786
-79.68046593,43.6727043
-79.58163811,43.66761722
-79.55693402,43.66633085
-79.54458241,43.66568547
-79.53223109,43.66503864
-79.49517887,43.66308938
-79.48282872,43.6624367
-79.47047886,43.66178257
-79.45812929,43.66112698
-79.44578001,43.66046993
-79.43343104,43.65981142
-79.42108235,43.65915145
-79.40873397,43.65849002
-79.39638588,43.65782713
-79.38403809,43.65716278
-79.37169059,43.65649698
-79.3593434,43.65582971
-79.3469965,43.65516099
-79.803178,43.68790042
-79.766101,43.68604721
-79.75374256,43.68542654
-79.59310841,43.67722504
-79.56839974,43.67594136
-79.55604584,43.67529734
-79.46957667,43.67074826
-79.44487383,43.66943539
-79.43252285,43.66877676
-79.42017217,43.66811668
-79.40782178,43.66745513
-79.39547169,43.66679213
-79.3831219,43.66612766
-79.37077241,43.66546174
-79.35842321,43.66479436
-79.34607432,43.66412552
-79.33372572,43.66345522
-79.32137743,43.66278346
-79.80232961,43.69686922
-79.76524659,43.69501568
-79.74052597,43.69377268
-79.70344715,43.69189723
-79.55515737,43.68426393
-79.54280176,43.68361833
-79.53044643,43.68297126
-79.5180914,43.68232274
-79.50573666,43.68167276
-79.49338221,43.68102132
-79.48102805,43.68036842
-79.46867419,43.67971405
-79.44396734,43.67840095
-79.43161436,43.67774221
-79.41926168,43.67708201
-79.40690929,43.67642035
-79.3945572,43.67575723
-79.38220541,43.67509265
-79.36985392,43.67442661
-79.35750273,43.67375911
-79.33280124,43.67241973
-79.32045095,43.67174786
-79.30810096,43.67107452
-79.29575127,43.67039972
-79.28340188,43.66972347
-79.8138445,43.70645316
-79.78911765,43.70522163
-79.60370198,43.69579888
-79.55426862,43.69323062
-79.541911,43.69258491
-79.52955367,43.69193773
-79.50483989,43.690639
-79.49248344,43.68998745
-79.48012728,43.68933443
-79.44306057,43.68736662
-79.43070558,43.68670776
-79.4183509,43.68604744
-79.40599651,43.68538567
-79.39364242,43.68472243
-79.35658194,43.68272396
-79.34422905,43.68205489
-79.33187645,43.68138435
-79.31952416,43.68071236
-79.30717217,43.6800389
-79.29482048,43.67936399
-79.2824691,43.67868762
-79.7264444,43.7110856
-79.68935438,43.7092051
-79.63990499,43.70667731
-79.56573948,43.70284179
-79.52866062,43.70090431
-79.51630158,43.70025556
-79.50394283,43.69960535
-79.46686834,43.69764595
-79.45451077,43.6969899
-79.44215349,43.69633239
-79.40508343,43.69435109
-79.39272734,43.69368774
-79.38037154,43.69302293
-79.36801605,43.69235665
-79.35566085,43.69168892
-79.34330596,43.69101973
-79.33095136,43.69034907
-79.31859707,43.68967696
-79.30624308,43.68900339
-79.29388939,43.68832836
-79.281536,43.68765186
-79.26918292,43.68697391
-80.02244093,43.73462695
-79.70085216,43.71880164
-79.67612232,43.71754337
-79.62666605,43.71500929
-79.61430269,43.71437211
-79.60193962,43.71373348
-79.56485215,43.7118088
-79.55249023,43.71116432
-79.52776727,43.70987098
-79.51540623,43.70922212
-79.49068502,43.70792001
-79.47832485,43.70726676
-79.46596498,43.70661206
-79.42888714,43.70463918
-79.41652845,43.70397863
-79.40417005,43.70331662
-79.39181196,43.70265315
-79.37945416,43.70198822
-79.35473947,43.70065398
-79.34238257,43.69998467
-79.33002597,43.6993139
-79.31766968,43.69864167
-79.30531368,43.69796798
-79.28060261,43.69661622
-79.26824753,43.69593815
-79.7494577,43.73026942
-79.7370895,43.72964676
-79.71235396,43.72839704
-79.53923697,43.71948528
-79.52687363,43.71883776
-79.51451059,43.71818878
-79.45269974,43.71492198
-79.44033846,43.71426424
-79.42797747,43.71360504
-79.41561677,43.71294437
-79.40325638,43.71228225
-79.39089628,43.71161866
-79.37853648,43.71095362
-79.36617698,43.71028711
-79.32910028,43.70827883
-79.31674198,43.70760648
-79.2920263,43.7062574
-79.25495505,43.70422283
-79.78571217,43.74109786
-79.76097037,43.73985962
-79.71149012,43.73736559
-79.63727822,43.73358068
-79.6125432,43.73230735
-79.60017612,43.73166849
-79.58780933,43.73102817
-79.57544283,43.73038639
-79.56307661,43.72974314
-79.55071069,43.72909844
-79.50124989,43.726505
-79.47652125,43.72519951
-79.46415737,43.72454457
-79.45179379,43.72388818
-79.4270675,43.722571
-79.41470481,43.72191022
-79.40234241,43.72124798
-79.3899803,43.72058428
-79.365257,43.71925249
-79.35289579,43.71858441
-79.34053489,43.71791486
-79.27873491,43.71454523
-79.25401704,43.71318715
-79.72299766,43.74696007
-79.61166303,43.74127512
-79.58692514,43.73999572
-79.56218841,43.73871047
-79.53745284,43.73741937
-79.52508549,43.73677162
-79.51271843,43.73612242
-79.46325312,43.73351099
-79.45088753,43.73285447
-79.40142813,43.73021381
-79.37670022,43.72888472
-79.32724799,43.72620899
-79.30252369,43.72486236
-79.29016199,43.72418685
-79.25307872,43.72215157
-79.24071825,43.72147023
-79.22835808,43.72078742
-80.06870955,43.7728606
-79.73450921,43.7565534
-79.70976161,43.75530302
-79.68501514,43.75404679
-79.58604067,43.74896337
-79.57367015,43.74832136
-79.53656033,43.74638657
-79.52419098,43.74573871
-79.51182191,43.74508939
-79.48708466,43.74378637
-79.43761369,43.74116279
-79.42524668,43.74050323
-79.35105092,43.73651524
-79.33868601,43.73584546
-79.27686598,43.73247465
-79.26450289,43.7317961
-79.2521401,43.7311161
-79.5851559,43.75793113
-79.54803919,43.75600038
-79.53566754,43.75535387
-79.52329617,43.7547059
-79.5109251,43.75405647
-79.48618384,43.75275322
-79.47381364,43.7520994
-79.46144374,43.75144412
-79.44907414,43.75078738
-79.41196711,43.74880838
-79.3995987,43.74814579
-79.38723058,43.74748174
-79.35012803,43.74548081
-79.33776111,43.74481092
-79.31302818,43.74346674
-79.30066217,43.74279246
-79.25120118,43.74008072
-79.22647252,43.73871609
-79.21410865,43.73803158
-79.55952207,43.76561305
-79.54714811,43.76496789
-79.52240108,43.76367319
-79.49765521,43.76237264
-79.48528272,43.76172016
-79.43579569,43.75909566
-79.42342467,43.75843588
-79.41105395,43.75777463
-79.36157406,43.75511504
-79.28736325,43.7510818
-79.27499584,43.75040448
-79.26262874,43.74972569
-79.25026195,43.74904545
-79.22552927,43.74768057
-79.2131634,43.74699595
-79.20079783,43.74630986
-79.59576234,43.77650782
-79.54625674,43.77393551
-79.52150569,43.77264058
-79.49675581,43.7713398
-79.4720071,43.77003317
-79.44725957,43.76872068
-79.4101405,43.76674099
-79.39776807,43.76607817
-79.38539594,43.76541389
-79.31116947,43.76139748
-79.29879945,43.76072296
-79.28642973,43.76004698
-79.24932241,43.75801027
-79.23695391,43.75732845
-79.22458573,43.75664516
-79.19985027,43.7552742
-79.59487871,43.78547599
-79.57012132,43.78419254
-79.49585611,43.78030707
-79.44635184,43.77768749
-79.42160147,43.77636893
-79.35973079,43.77304692
-79.34735755,43.77237814
-79.33498462,43.77170789
-79.32261198,43.77103618
-79.2854959,43.76901227
-79.27312448,43.76833471
-79.26075337,43.76765569
-79.24838256,43.7669752
-79.23601206,43.76629326
-79.21127198,43.76492498
-79.19890241,43.76423865
-79.18653314,43.76355086
-79.61875737,43.79572209
-79.60637594,43.79508391
-79.51971404,43.79057567
-79.47019937,43.78796734
-79.45782144,43.7873116
-79.39593624,43.78401096
-79.32168387,43.78000192
-79.30930953,43.77932862
-79.2969355,43.77865387
-79.25981522,43.77662083
-79.24744241,43.77594023
-79.2350699,43.77525817
-79.18558296,43.77251529
-79.16084134,43.77113508
-80.21260845,43.83360615
-79.58072774,43.80277142
-79.49405583,43.7982419
-79.46929507,43.79693458
-79.45691513,43.79627873
-79.44453548,43.79562141
-79.41977709,43.79430238
-79.39501988,43.7929775
-79.38264172,43.79231287
-79.37026387,43.79164677
-79.35788631,43.79097921
-79.28362733,43.78694314
-79.2712519,43.78626534
-79.25887677,43.78558608
-79.22175323,43.78353953
-79.19700574,43.78216785
-79.1722595,43.78079033
-79.14751449,43.77940695
-79.13514245,43.77871307
-79.60461128,43.81302099
-79.56745665,43.81109699
-79.55507236,43.81045273
-79.53030464,43.80915982
-79.48077271,43.80655643
-79.46839047,43.80590192
-79.44362686,43.80458852
-79.39410322,43.80194415
-79.38172305,43.8012794
-79.31982674,43.7979337
-79.29507034,43.79658518
-79.28269259,43.79590873
-79.23318467,43.79318829
-79.20843255,43.79181929
-79.15893202,43.78906376
-79.14655767,43.78837122
-79.45510161,43.81421328
-79.43033458,43.81289671
-79.35604064,43.8089119
-79.33127839,43.80757193
-79.31889773,43.80689974
-79.28175755,43.80487442
-79.2693781,43.80419638
-79.21986336,43.80146961
-79.20748545,43.80078426
-79.19510784,43.80009745
-79.14560053,43.79733558
-79.12084875,43.79594587
-79.61523494,43.8315971
-79.55329044,43.82838931
-79.54090241,43.82774336
-79.52851467,43.82709594
-79.47896665,43.82449164
-79.40465348,43.82054126
-79.36750093,43.81854631
-79.33035108,43.81653819
-79.3179684,43.81586589
-79.29320396,43.8145169
-79.2312982,43.81111881
-79.16940013,43.80768415
-79.13226503,43.8056058
-79.7011021,43.84499626
-79.50284062,43.8347647
-79.49045175,43.83411278
-79.45328691,43.83214823
-79.44089922,43.83149045
-79.30465439,43.82415825
-79.13130526,43.81457025
-79.1189255,43.81387442
-79.10654607,43.81317713
-79.08178814,43.81177816
-79.99781046,43.86861261
-79.70023459,43.85396614
-79.5638997,43.846971
-79.55150736,43.84632629
-79.5391153,43.84568011
-79.51433206,43.84438336
-79.47715941,43.84242725
-79.42760001,43.8397986
-79.40282209,43.83847549
-79.35326986,43.83581169
-79.30372245,43.83312447
-79.29133636,43.83244901
-79.19225867,43.8269926
-79.17987535,43.82630397
-79.06843952,43.82004041
-79.05605933,43.81933714
-79.51343404,43.85335166
-79.50104084,43.85270097
-79.46386303,43.85074013
-79.4390793,43.84942557
-79.40190594,43.84744275
-79.3771252,43.84611355
-79.14176886,43.83319405
-79.10461755,43.83110583
-79.09223441,43.83040683
-79.06746907,43.82900444
-79.01794221,43.82618211
-79.73569906,43.87378385
-79.56211949,43.86490861
-79.4877456,43.86101699
-79.41338233,43.85707263
-79.33902983,43.85307554
-79.12842407,43.84146418
-79.11603829,43.84076798
-79.10365282,43.84007032
-79.09126767,43.8393712
-79.07888283,43.83867062
-79.01696342,43.83514574
-79.64802582,43.87835188
-79.54883054,43.87323251
-79.53643244,43.87258599
-79.46204999,43.86867611
-79.4372582,43.86736109
-79.38767821,43.86471347
-79.35049636,43.86271238
-79.3009248,43.86002375
-79.09030061,43.84833568
-79.07791377,43.84763497
-79.02836956,43.8448175
-79.00359936,43.84339998
-79.41155258,43.87500789
-79.36196692,43.87234809
-79.22563139,43.86491277
-79.06455584,43.85589712
-79.05216762,43.85519336
-79.01500486,43.8530733
-80.03094933,43.91524934
-79.47263613,43.88726803
-79.44783568,43.88595548
-79.4354359,43.88529701
-79.37344151,43.88198266
-79.31145464,43.87863168
-79.26187063,43.87592452
-79.08836555,43.86626492
-79.02641438,43.86274551
-79.01402511,43.86203723
-79.49653624,43.89754339
-79.42212281,43.89360506
-79.22373998,43.88284488
-79.12457809,43.87732413
-79.03782793,43.87241659
-78.98826341,43.86958007
-78.96348308,43.86815303
-79.5700706,43.9103984
-79.44601623,43.90389202
-79.39640278,43.90124841
-79.37159785,43.89991781
-79.25999069,43.89385755
-79.22279381,43.89181108
-79.02445793,43.88067391
-78.85098111,43.87062138
-78.83859236,43.86989236
-79.58158968,43.92001065
-79.29625595,43.90485784
-79.234248,43.90146112
-78.96150587,43.88608038
-78.911933,43.88320772
-78.86236534,43.88031164
-79.55587954,43.92769336
-79.53105882,43.92640043
-79.27051313,43.91247043
-79.03489785,43.89931001
-78.92233514,43.90185507
-78.87275008,43.89896383
-78.84795951,43.89750943
-78.71163508,43.88940552
-79.47961119,43.94173498
-79.45478593,43.94042399
-78.87174624,43.90792696
-78.85934878,43.90720036
-78.84695165,43.9064723
-78.87074208,43.91689019
-78.83354465,43.91470562
-78.69717962,43.90658277
-79.49021741,43.96032692
-79.46538347,43.9590184
-79.11783551,43.94008282
-78.68375012,43.91479693
-78.58353667,43.91772579
-79.48840937,43.97826595
-79.27729039,43.96695244
-78.97939203,43.95025846
-79.68631579,43.99749772
-79.46265882,43.9859264
-79.20184787,43.97182512
-78.96599423,43.95850916
-78.87913002,43.95346983
-79.8089055,44.0216659
-79.44841426,44.00320851
-79.80805287,44.03063874
-79.49721929,44.01479791
-79.4465911,44.02114782
-79.30987332,44.01382088
-78.61444832,43.97376593
-79.19518229,44.0345965
-79.4802585,44.05899635
-79.45537999,44.05768531
-79.42958742,44.06533844
-79.18084063,44.05184331
-79.33972191,44.08759035
-79.13968858,44.08563859
-79.12434987,44.11184681
-78.98745014,44.10409972
-78.95012063,44.10195599
-79.30922076,44.14006373
-79.31700104,44.18558858
-78.35804864,44.12936635
-78.46250253,44.19912304
-79.60650784,44.3000384
-79.2029608,44.31470673
-79.07803103,44.3077622
-78.36547211,44.2743226
-78.33942657,44.28170962
-79.65031346,44.36540886
-78.87416759,44.33221512
-78.32364827,44.30780606
-78.31116741,44.3070143
-78.24452945,44.43826503
