CELL_ID,IntakeID,Year,Class,ClassOrder,Infection,InfectionType,x,y,PC_Urban,4_zones,PC_Natural,pdSTD,orderLCBD,InfectionLCBD,H-PLCBD,HHLCBD
145548,20093986,2009,Avian,Pigeons and Doves,AMPV-1,Viral,-79.62869037,43.48415931,-0.291748405,1,0.021981322,180.8929326,0.3104016,0.03102561,0.3304349,0.34363551
146227,20070043,2007,Mammalian,Lagomorphs,Fleas,Ectoparasitic,-79.66608813,43.49314026,-0.013238123,2,-0.353948937,568.4441594,0.2055248,0.5218897,0.231619,0.18665939
146228,20080356,2008,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.65039111,43.48819011,-0.064577203,1,0.301482316,253.2970221,0.3104016,0.03102561,0.3304349,0.34363551
146887,20090138,2009,Avian,Waterfowl and Waders,Lice,Ectoparasitic,-79.92829677,43.51685832,-0.506991304,1,-0.055922962,0,0.3104016,0.03102561,0.3304349,0.34363551
146891,20111533,2011,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.88813533,43.50859553,0.246162841,3,0.301482316,1132.304862,0.0918396,0.10161705,0.129218,0.09136582
146910,20102856,2010,Avian,Songbirds,West Nile Virus,Viral,-79.64572297,43.49646783,-0.003368765,2,0.301482316,807.3089262,0.2055248,0.5218897,0.231619,0.18665939
147590,20112098,2011,Mammalian,Large Carnivores,Sacrpotic Mites,Ecoparasitic,-79.66683604,43.5071576,0.125723087,1,0.301482316,58.4889698,0.3104016,0.03102561,0.3304349,0.34363551
147593,20070093,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.62981576,43.51105039,-0.17886273,3,-0.197727433,1100.406021,0.0918396,0.10161705,0.129218,0.09136582
148236,20102653,2010,Mammalian,Bats,Rabies,Viral,-80.11869616,43.5394846,-0.887925424,1,0.301482316,0,0.3104016,0.03102561,0.3304349,0.34363551
148251,20073546,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.93246912,43.53041274,-0.639780438,1,-0.282125515,2.396473764,0.3104016,0.03102561,0.3304349,0.34363551
148256,20073126,2007,Avian,Pigeons and Doves,AMPV-1,Viral,-79.86700347,43.52812609,0.0127889,2,-0.276959152,608.0944541,0.2055248,0.5218897,0.231619,0.18665939
148258,20075681,2007,Mammalian,Lagomorphs,Fleas,Ectoparasitic,-79.83798528,43.52805054,-0.11580042,2,-0.353948937,523.7676713,0.2055248,0.5218897,0.231619,0.18665939
148271,20075677,2007,Avian,Pigeons and Doves,AMPV-1,Viral,-79.68164736,43.52291212,0.065987485,2,-0.498461048,500.8458822,0.2055248,0.5218897,0.231619,0.18665939
148274,20074267,2007,Mammalian,Small Rodents and Moles,Fleas,Ectoparasitic,-79.64093651,43.51916409,0.096278612,3,-0.375367659,1440.925315,0.0918396,0.10161705,0.129218,0.09136582
148276,20072755,2007,Mammalian,Small Carnivores,Coccidia,Protozoan,-79.62306397,43.51726121,0.018446864,2,-0.360014234,648.8956207,0.2055248,0.5218897,0.231619,0.18665939
148953,20100664,2010,Mammalian,Large Carnivores,Sacrpotic Mites,Ecoparasitic,-79.68091085,43.52936948,0.053419741,2,0.301482316,609.679569,0.2055248,0.5218897,0.231619,0.18665939
148956,20070232,2007,Mammalian,Large Carnivores,Sacrpotic Mites,Ecoparasitic,-79.6475824,43.52485331,0.270918668,3,-0.126125579,1168.592677,0.0918396,0.10161705,0.129218,0.09136582
149636,20074887,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.66614588,43.53696184,0.13653357,1,-0.158528528,426.5785933,0.3104016,0.03102561,0.3304349,0.34363551
149640,20113545,2011,Mammalian,Large Carnivores,Sacrpotic Mites,Ecoparasitic,-79.62181435,43.53874247,0.009446646,1,0.301482316,108.4308935,0.3104016,0.03102561,0.3304349,0.34363551
149641,20103139,2010,Mammalian,Small Rodents and Moles,Trichonomiasis,Protozoan,-79.60719029,43.53184053,0.043727644,2,0.301482316,583.2354437,0.2055248,0.5218897,0.231619,0.18665939
150303,20100738,2010,Mammalian,Large Carnivores,Sacrpotic Mites,Ecoparasitic,-79.85610204,43.55541178,-0.454606364,1,0.301482316,3.207488759,0.3104016,0.03102561,0.3304349,0.34363551
150314,20102313,2010,Mammalian,Small Rodents and Moles,Baylisascaris spp. (aberrant),Nematode,-79.71752592,43.54925826,0.062767953,3,0.301482316,1393.775283,0.0918396,0.10161705,0.129218,0.09136582
150317,20073022,2007,Avian,Pigeons and Doves,Coccidia,Protozoan,-79.68326504,43.54655094,0.205909458,2,-0.07496222,770.4390992,0.2055248,0.5218897,0.231619,0.18665939
150319,20083399,2008,Mammalian,Small Rodents and Moles,Fleas,Ectoparasitic,-79.65942003,43.54264247,-0.133226566,1,0.026556849,192.4581145,0.3104016,0.03102561,0.3304349,0.34363551
150324,20102767,2010,Avian,Seabirds and Shorebirds,AMPV-1,Viral,-79.59519469,43.54300897,-0.055766448,3,0.159984998,1074.712936,0.0918396,0.10161705,0.129218,0.09136582
150995,20080978,2008,Mammalian,Small Rodents and Moles,Fleas,Ectoparasitic,-79.73351227,43.56093231,-0.013703662,2,0.301482316,510.6152517,0.2055248,0.5218897,0.231619,0.18665939
150997,20075239,2007,Avian,Waterfowl and Waders,Capillaria,Nematode,-79.70541838,43.55805494,0.183918517,1,-0.289116846,225.2182003,0.3104016,0.03102561,0.3304349,0.34363551
150999,20083357,2008,Mammalian,Large Carnivores,Sacrpotic Mites,Ecoparasitic,-79.67572515,43.55315665,0.105150299,1,0.301482316,343.4037327,0.3104016,0.03102561,0.3304349,0.34363551
151001,20074350,2007,Mammalian,Small Rodents and Moles,Fleas,Ectoparasitic,-79.64995074,43.5559322,-0.021504024,2,-0.374458637,959.7521649,0.2055248,0.5218897,0.231619,0.18665939
151002,20094171,2009,Mammalian,Large Carnivores,Sacrpotic Mites,Ecoparasitic,-79.64411044,43.55653874,-0.0523328,3,0.301482316,1167.1883,0.0918396,0.10161705,0.129218,0.09136582
151004,20094218,2009,Mammalian,Small Rodents and Moles,Squirrel Pox,Viral,-79.6179865,43.55044895,0.015126252,1,-0.27937672,143.5872232,0.3104016,0.03102561,0.3304349,0.34363551
151005,20113931,2011,Mammalian,Large Carnivores,Sacrpotic Mites,Ecoparasitic,-79.60207587,43.5511414,0.02789077,1,0.301482316,68.18378013,0.3104016,0.03102561,0.3304349,0.34363551
151006,20074883,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.58957295,43.5480075,-0.010413526,4,-0.444045815,4102.7058,0.392234,0.34546764,0.3087282,0.37833928
151668,20104709,2010,Avian,Pigeons and Doves,AMPV-1,Viral,-79.83454033,43.5747049,-0.470778825,1,-0.27937672,1.627364922,0.3104016,0.03102561,0.3304349,0.34363551
151680,20074457,2007,Mammalian,Small Rodents and Moles,Fleas,Ectoparasitic,-79.69602487,43.56860763,-0.070775796,1,-0.374458637,292.7791992,0.3104016,0.03102561,0.3304349,0.34363551
151686,20070876,2007,Mammalian,Small Rodents and Moles,Fleas,Ectoparasitic,-79.61757741,43.5653163,0.034944218,1,-0.248169298,428.3165506,0.3104016,0.03102561,0.3304349,0.34363551
151688,20110006,2011,Mammalian,Small Rodents and Moles,Baylisascaris spp. (aberrant),Nematode,-79.59064362,43.56177095,0.072579735,2,0.301482316,630.5796248,0.2055248,0.5218897,0.231619,0.18665939
151689,20072876,2007,Avian,Pigeons and Doves,Coccidia,Protozoan,-79.58177903,43.55531938,0.159981113,3,-0.07496222,1772.737234,0.0918396,0.10161705,0.129218,0.09136582
152356,20080210,2008,Mammalian,Small Carnivores,Coccidia,Protozoan,-79.75864347,43.57913879,0.177720291,3,-0.088073564,1070.81379,0.0918396,0.10161705,0.129218,0.09136582
152362,20070287,2007,Avian,Pigeons and Doves,AMPV-1,Viral,-79.68519051,43.57780364,0.027336593,2,-0.498461048,506.3100441,0.2055248,0.5218897,0.231619,0.18665939
152364,20100149,2010,Mammalian,Small Rodents and Moles,Notoendric mite,Ectoparasitic,-79.66893385,43.56951068,0.172827772,2,0.301482316,604.1808737,0.2055248,0.5218897,0.231619,0.18665939
152367,20071445,2007,Mammalian,Small Rodents and Moles,Fleas,Ectoparasitic,-79.62559759,43.56721693,0.103339343,3,-0.375367659,1043.369844,0.0918396,0.10161705,0.129218,0.09136582
152369,20070274,2007,Avian,Pigeons and Doves,AMPV-1,Viral,-79.59855707,43.56722995,0.21851312,4,-0.281935626,3893.755912,0.392234,0.34546764,0.3087282,0.37833928
152372,20070157,2007,Mammalian,Small Rodents and Moles,Notoendric mite,Ectoparasitic,-79.56627261,43.56982738,-0.100361617,2,-0.374458637,994.106266,0.2055248,0.5218897,0.231619,0.18665939
153037,20072634,2007,Avian,Pigeons and Doves,Trichonomiasis,Protozoan,-79.77637919,43.58387673,0.232101455,1,-0.07496222,409.2186763,0.3104016,0.03102561,0.3304349,0.34363551
153038,20075445,2007,Mammalian,Small Rodents and Moles,Baylisascaris spp. (aberrant),Nematode,-79.76362404,43.58289784,0.18318781,3,-0.202334284,1342.115544,0.0918396,0.10161705,0.129218,0.09136582
153040,20070112,2007,Mammalian,Bats,Mites,Ecoparasitic,-79.74239265,43.58576632,0.022012838,2,-0.389685003,561.8484076,0.2055248,0.5218897,0.231619,0.18665939
153043,20113391,2011,Mammalian,Large Carnivores,Sacrpotic Mites,Ecoparasitic,-79.70048404,43.58497167,0.101508724,1,0.301482316,499.8872834,0.3104016,0.03102561,0.3304349,0.34363551
153048,20102340,2010,Avian,Pigeons and Doves,AMPV-1,Viral,-79.63628654,43.58336288,0.077401907,4,0.301482316,4064.495065,0.392234,0.34546764,0.3087282,0.37833928
153050,20070570,2007,Mammalian,Small Rodents and Moles,Notoendric mite,Ectoparasitic,-79.61635709,43.58019124,0.080207393,4,-0.248169298,2242.281163,0.392234,0.34546764,0.3087282,0.37833928
153053,20071197,2007,Mammalian,Small Rodents and Moles,Fleas,Ectoparasitic,-79.58103705,43.58081574,-0.017094867,1,-0.374458637,468.0249549,0.3104016,0.03102561,0.3304349,0.34363551
153724,20071567,2007,Mammalian,Small Rodents and Moles,Fleas,Ectoparasitic,-79.71208981,43.59757809,0.021397254,2,-0.248169298,798.8148659,0.2055248,0.5218897,0.231619,0.18665939
153728,20084661,2008,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.6690431,43.5923043,0.113829161,2,-0.05233695,562.7398005,0.2055248,0.5218897,0.231619,0.18665939
153730,20075343,2007,Mammalian,Large Carnivores,Sacrpotic Mites,Ecoparasitic,-79.6441092,43.58905464,0.102728306,4,-0.126125579,8378.029358,0.392234,0.34546764,0.3087282,0.37833928
153733,20093616,2009,Mammalian,Large Carnivores,Sacrpotic Mites,Ecoparasitic,-79.60659315,43.5888766,0.0746437,2,0.301482316,685.7908706,0.2055248,0.5218897,0.231619,0.18665939
153734,20070720,2007,Avian,Waterfowl and Waders,Strongyles,Nematode,-79.58595656,43.58518488,0.153431653,2,0.301482316,546.2593087,0.2055248,0.5218897,0.231619,0.18665939
153737,20074782,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.55089503,43.58438099,-0.153959948,3,-0.072169193,1865.078168,0.0918396,0.10161705,0.129218,0.09136582
154414,20100566,2010,Mammalian,Small Rodents and Moles,Fleas,Ectoparasitic,-79.60935475,43.60127704,0.11574392,1,0.301482316,389.4649651,0.3104016,0.03102561,0.3304349,0.34363551
154415,20072612,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.60496094,43.5981518,0.101785964,3,-0.117417984,1177.673342,0.0918396,0.10161705,0.129218,0.09136582
154420,20102941,2010,Mammalian,Small Rodents and Moles,Fleas,Ectoparasitic,-79.53872599,43.5933121,0.106775321,3,0.301482316,1454.109292,0.0918396,0.10161705,0.129218,0.09136582
155061,20071633,2007,Mammalian,Small Rodents and Moles,Fleas,Ectoparasitic,-80.04150014,43.629676,-0.161069017,1,-0.374458637,489.048026,0.3104016,0.03102561,0.3304349,0.34363551
155082,20114277,2011,Avian,Falcons and Hawks,West Nile Virus,Viral,-79.78671239,43.6175227,-0.820641494,1,0.301482316,66.13799046,0.3104016,0.03102561,0.3304349,0.34363551
155085,20104658,2010,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.75209624,43.61017814,0.109633367,2,0.301482316,520.4002228,0.2055248,0.5218897,0.231619,0.18665939
155090,20090609,2009,Mammalian,Small Rodents and Moles,Fleas,Ectoparasitic,-79.69014411,43.60812529,0.090741007,2,0.301482316,728.2600231,0.2055248,0.5218897,0.231619,0.18665939
155093,20073180,2007,Avian,Pigeons and Doves,Coccidia,Protozoan,-79.653069,43.60676156,0.043800425,4,-0.605458224,3893.838679,0.392234,0.34546764,0.3087282,0.37833928
155095,20072574,2007,Avian,Songbirds,Salmonella,Bacterial,-79.61868809,43.60793253,0.179391596,1,0.301482316,468.1840805,0.3104016,0.03102561,0.3304349,0.34363551
155098,20075215,2007,Avian,Songbirds,Hyppoboscid Flies,Fungal,-79.59432158,43.60121909,0.018637683,3,0.301482316,1808.277502,0.0918396,0.10161705,0.129218,0.09136582
155100,20093330,2009,Mammalian,Small Rodents and Moles,Fleas,Ectoparasitic,-79.55713042,43.60718559,0.206923363,1,0.301482316,335.6416966,0.3104016,0.03102561,0.3304349,0.34363551
155101,20074376,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.54494998,43.60130077,0.131383753,1,-0.167764413,483.9553476,0.3104016,0.03102561,0.3304349,0.34363551
155104,20081035,2008,Mammalian,Small Rodents and Moles,Fleas,Ectoparasitic,-79.5169354,43.59821117,0.117182904,4,0.205991767,3370.438986,0.392234,0.34546764,0.3087282,0.37833928
155105,20074078,2007,Avian,Pigeons and Doves,Trichonomiasis,Protozoan,-79.50526263,43.60081058,0.108511703,4,-0.07496222,2209.277319,0.392234,0.34546764,0.3087282,0.37833928
155743,20081854,2008,Mammalian,Small Rodents and Moles,Notoendric mite,Ectoparasitic,-80.04130083,43.63392969,-0.204600962,1,0.026556849,378.1519863,0.3104016,0.03102561,0.3304349,0.34363551
155765,20102081,2010,Mammalian,Large Carnivores,Sacrpotic Mites,Ecoparasitic,-79.77586532,43.62740624,-0.850578817,1,0.301482316,22.78321057,0.3104016,0.03102561,0.3304349,0.34363551
155774,20075562,2007,Avian,Falcons and Hawks,Lice,Ectoparasitic,-79.66672557,43.61698612,0.092830838,3,0.116929886,1447.41845,0.0918396,0.10161705,0.129218,0.09136582
155777,20080070,2008,Mammalian,Small Rodents and Moles,Notoendric mite,Ectoparasitic,-79.62854718,43.6155379,0.075653122,2,0.021398839,667.3433672,0.2055248,0.5218897,0.231619,0.18665939
155778,20074127,2007,Mammalian,Small Rodents and Moles,Fleas,Ectoparasitic,-79.61213007,43.61384154,0.159968391,2,0.301482316,646.0312814,0.2055248,0.5218897,0.231619,0.18665939
155779,20074156,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.59511963,43.61629088,0.107397959,3,-0.282689816,1471.524624,0.0918396,0.10161705,0.129218,0.09136582
155780,20084714,2008,Mammalian,Bats,Rabies,Viral,-79.58392775,43.60927789,0.066640152,2,-0.337442899,788.4338435,0.2055248,0.5218897,0.231619,0.18665939
155782,20093270,2009,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.55628944,43.61433703,0.056482957,1,0.301482316,41.97509809,0.3104016,0.03102561,0.3304349,0.34363551
155783,20101080,2010,Mammalian,Small Rodents and Moles,Fleas,Ectoparasitic,-79.54918707,43.61072165,0.536051297,2,0.301482316,586.106468,0.2055248,0.5218897,0.231619,0.18665939
155784,20080126,2008,Avian,Songbirds,Salmonella,Bacterial,-79.54149197,43.6148449,0.188925089,2,0.131170246,558.1111907,0.2055248,0.5218897,0.231619,0.18665939
155787,20123099,2012,Avian,Pigeons and Doves,AMPV-1,Viral,-79.5056455,43.61176959,0.050009484,2,0.301482316,935.2615774,0.2055248,0.5218897,0.231619,0.18665939
156460,20080116,2008,Avian,Pigeons and Doves,AMPV-1,Viral,-79.60727574,43.62616652,0.132596147,2,0.301482316,771.5641246,0.2055248,0.5218897,0.231619,0.18665939
156461,20084025,2008,Avian,Songbirds,West Nile Virus,Viral,-79.6023755,43.62254862,0.157864473,3,0.301482316,1818.93714,0.0918396,0.10161705,0.129218,0.09136582
156464,20110545,2011,Avian,Pigeons and Doves,AMPV-1,Viral,-79.55951004,43.62411714,-0.037302868,1,0.301482316,26.22736265,0.3104016,0.03102561,0.3304349,0.34363551
156466,20114505,2011,Avian,Pigeons and Doves,AMPV-1,Viral,-79.54118766,43.61804705,0.063777763,1,0.301482316,12.35741803,0.3104016,0.03102561,0.3304349,0.34363551
156467,20073973,2007,Avian,Seabirds and Shorebirds,Mites,Ectoparasitic,-79.52450781,43.61592391,0.354470242,2,-0.158339603,638.8027687,0.2055248,0.5218897,0.231619,0.18665939
156468,20070714,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.5131981,43.6204973,0.388730299,2,-0.161390106,771.7028761,0.2055248,0.5218897,0.231619,0.18665939
156469,20083428,2008,Mammalian,Small Rodents and Moles,Fleas,Ectoparasitic,-79.50029854,43.62101858,0.311344852,4,0.038581744,2058.227403,0.392234,0.34546764,0.3087282,0.37833928
157114,20094111,2009,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.94953527,43.64991558,-0.682607826,1,0.301482316,51.00464066,0.3104016,0.03102561,0.3304349,0.34363551
157117,20072572,2007,Mammalian,Small Rodents and Moles,Fleas,Ectoparasitic,-79.91570938,43.65092907,0.023795804,1,-0.248169298,388.2343493,0.3104016,0.03102561,0.3304349,0.34363551
157118,20072894,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.90360998,43.65021562,0.253435099,1,0.129389945,420.4074832,0.3104016,0.03102561,0.3304349,0.34363551
157119,20073595,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.89288058,43.64972112,0.176531254,2,-0.094655184,570.8968474,0.2055248,0.5218897,0.231619,0.18665939
157126,20070806,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.80154909,43.64664503,-0.489193676,1,0.301482316,56.3887138,0.3104016,0.03102561,0.3304349,0.34363551
157133,20075425,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.7168727,43.63668437,0.074261482,2,-0.294556078,591.6110535,0.2055248,0.5218897,0.231619,0.18665939
157144,20101769,2010,Avian,Pigeons and Doves,AMPV-1,Viral,-79.57979205,43.62935033,-0.035105714,1,0.161116266,422.8070461,0.3104016,0.03102561,0.3304349,0.34363551
157147,20070305,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.54467126,43.63215006,0.065793049,1,-0.598451887,230.5751802,0.3104016,0.03102561,0.3304349,0.34363551
157151,20073512,2007,Avian,Pigeons and Doves,AMPV-1,Viral,-79.50258621,43.62632443,0.270339347,1,-0.379378044,467.0816876,0.3104016,0.03102561,0.3304349,0.34363551
157152,20075696,2007,Avian,Waterfowl and Waders,Capillaria,Nematode,-79.48151812,43.62263949,0.134876812,3,0.301482316,1019.025193,0.0918396,0.10161705,0.129218,0.09136582
157799,20113775,2011,Avian,Owls,West Nile Virus,Viral,-79.91846011,43.65560192,-0.019200035,1,0.301482316,460.3475282,0.3104016,0.03102561,0.3304349,0.34363551
157812,20093471,2009,Mammalian,Large Carnivores,Sacrpotic Mites,Ecoparasitic,-79.75446471,43.64691681,-0.075620635,2,0.301482316,961.464421,0.2055248,0.5218897,0.231619,0.18665939
157827,20075324,2007,Avian,Songbirds,Avian Pox,Viral,-79.57243904,43.64336878,0.137516978,1,-0.544955985,471.3994601,0.3104016,0.03102561,0.3304349,0.34363551
157828,20074243,2007,Mammalian,Small Rodents and Moles,Fleas,Ectoparasitic,-79.55667132,43.63688191,0.389995501,3,0.028693513,1863.505264,0.0918396,0.10161705,0.129218,0.09136582
157830,20075439,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.53536496,43.64180387,0.165890936,3,0.301482316,1182.925957,0.0918396,0.10161705,0.129218,0.09136582
157835,20084724,2008,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.47438959,43.63441057,0.201772495,4,-0.289197577,3064.463729,0.392234,0.34546764,0.3087282,0.37833928
157836,20092945,2009,Mammalian,Large Carnivores,Sacrpotic Mites,Ecoparasitic,-79.46636576,43.63774734,-0.256439645,1,0.301482316,31.63912982,0.3104016,0.03102561,0.3304349,0.34363551
157838,20071403,2007,Avian,Pigeons and Doves,Trichonomiasis,Protozoan,-79.43598306,43.6371733,0.152686009,4,-0.07496222,7871.811962,0.392234,0.34546764,0.3087282,0.37833928
157839,20074323,2007,Mammalian,Small Rodents and Moles,Fleas,Ectoparasitic,-79.42524905,43.63355471,0.011848727,4,-0.374458637,5208.167291,0.392234,0.34546764,0.3087282,0.37833928
158505,20121391,2012,Avian,Pigeons and Doves,AMPV-1,Viral,-79.61515546,43.65214848,-0.014277883,1,0.301482316,0.612462387,0.3104016,0.03102561,0.3304349,0.34363551
158506,20081249,2008,Mammalian,Small Carnivores,Fleas,Ectoparasitic,-79.60707264,43.64783919,-0.08351655,1,0.111611027,37.90318125,0.3104016,0.03102561,0.3304349,0.34363551
158508,20073313,2007,Avian,Songbirds,Mites,Ectoparasitic,-79.57940982,43.65140452,0.014894675,2,0.301482316,534.5371843,0.2055248,0.5218897,0.231619,0.18665939
158509,20070750,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.57245623,43.65298035,0.344817044,4,-0.029033274,2637.273976,0.392234,0.34546764,0.3087282,0.37833928
158510,20070100,2007,Avian,Pigeons and Doves,AMPV-1,Viral,-79.55992876,43.6463567,0.367835665,2,-0.158339603,812.1410786,0.2055248,0.5218897,0.231619,0.18665939
158511,20094322,2009,Mammalian,Small Rodents and Moles,Notoendric mite,Ectoparasitic,-79.54944362,43.64879369,0.097414236,1,0.301482316,239.6668011,0.3104016,0.03102561,0.3304349,0.34363551
158512,20070167,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.53434519,43.64269583,0.155419369,4,-0.444965128,4952.472975,0.392234,0.34546764,0.3087282,0.37833928
158513,20075261,2007,Avian,Falcons and Hawks,Lice,Ectoparasitic,-79.52345566,43.64459498,0.147277661,4,-0.204482134,3926.045539,0.392234,0.34546764,0.3087282,0.37833928
158514,20075538,2007,Avian,Pigeons and Doves,AMPV-1,Viral,-79.51131426,43.64729083,0.210475538,1,-0.281935626,371.2387867,0.3104016,0.03102561,0.3304349,0.34363551
158516,20073298,2007,Mammalian,Small Carnivores,Ticks,Ectoparasitic,-79.47950312,43.64166901,0.045330882,2,0.301482316,674.7404871,0.2055248,0.5218897,0.231619,0.18665939
158518,20072513,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.46319672,43.6461384,-0.003185063,3,-0.253042813,1323.239189,0.0918396,0.10161705,0.129218,0.09136582
158519,20075406,2007,Avian,Falcons and Hawks,Lice,Ectoparasitic,-79.4535122,43.6383701,0.338680394,4,-0.214960434,2637.701972,0.392234,0.34546764,0.3087282,0.37833928
158520,20073989,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.43542547,43.64085043,0.225475766,4,-0.315064921,3886.038678,0.392234,0.34546764,0.3087282,0.37833928
158521,20074901,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.42049798,43.63829741,0.190836441,4,-0.444965128,4692.630846,0.392234,0.34546764,0.3087282,0.37833928
158522,20070278,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.41501405,43.64141576,0.248609889,4,-0.122387207,7269.187663,0.392234,0.34546764,0.3087282,0.37833928
158523,20073754,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.40265167,43.64390765,0.334416358,4,-0.439801907,10754.35104,0.392234,0.34546764,0.3087282,0.37833928
158524,20075501,2007,Avian,Pigeons and Doves,Capillaria,Nematode,-79.39124156,43.64340008,0.009163486,4,0.301482316,10723.16551,0.392234,0.34546764,0.3087282,0.37833928
159178,20074209,2007,Mammalian,Large Carnivores,Sacrpotic Mites,Ecoparasitic,-79.73299597,43.66601826,0.045871623,2,-0.380080014,860.8933892,0.2055248,0.5218897,0.231619,0.18665939
159191,20074051,2007,Avian,Pigeons and Doves,Trichonomiasis,Protozoan,-79.56426857,43.65503524,0.472456584,3,-0.173293218,1869.421173,0.0918396,0.10161705,0.129218,0.09136582
159192,20113414,2011,Avian,Pigeons and Doves,AMPV-1,Viral,-79.56425469,43.65505139,0.03717046,1,0.301482316,417.116697,0.3104016,0.03102561,0.3304349,0.34363551
159195,20073873,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.51748209,43.65783379,0.207504586,1,0.301482316,306.8220381,0.3104016,0.03102561,0.3304349,0.34363551
159198,20075479,2007,Avian,Falcons and Hawks,Lice,Ectoparasitic,-79.48444165,43.64933652,0.222037862,2,-0.049716132,672.9523132,0.2055248,0.5218897,0.231619,0.18665939
159199,20101601,2010,Avian,Waterfowl and Waders,Avian Pox,Viral,-79.47603026,43.65125863,0.118868974,4,0.301482316,6943.773921,0.392234,0.34546764,0.3087282,0.37833928
159200,20073977,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.45995725,43.6546951,0.086510947,4,-0.282689816,3463.89469,0.392234,0.34546764,0.3087282,0.37833928
159201,20093344,2009,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.4510349,43.65150055,0.174577259,3,-0.1494347,1442.898486,0.0918396,0.10161705,0.129218,0.09136582
159202,20083518,2008,Avian,Pigeons and Doves,AMPV-1,Viral,-79.43143821,43.64963774,0.302337951,3,0.115594924,1830.575255,0.0918396,0.10161705,0.129218,0.09136582
159203,20075350,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.42268694,43.65440326,0.308912374,4,-0.439801907,2661.216394,0.392234,0.34546764,0.3087282,0.37833928
159204,20071223,2007,Avian,Pigeons and Doves,Trichonomiasis,Protozoan,-79.40601219,43.65230539,0.26711671,3,-0.038556955,1755.828559,0.0918396,0.10161705,0.129218,0.09136582
159205,20070321,2007,Avian,Pigeons and Doves,AMPV-1,Viral,-79.3910267,43.64986609,0.343944581,4,0.301482316,3164.144395,0.392234,0.34546764,0.3087282,0.37833928
159206,20070604,2007,Avian,Pigeons and Doves,Trichonomiasis,Protozoan,-79.38490397,43.65120086,0.307261969,4,-0.118247348,3811.255416,0.392234,0.34546764,0.3087282,0.37833928
159207,20075487,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.37789359,43.64916619,0.248503944,4,-0.394998677,8894.241534,0.392234,0.34546764,0.3087282,0.37833928
159208,20120265,2012,Avian,Pigeons and Doves,AMPV-1,Viral,-79.36213797,43.65021126,0.052662131,4,0.301482316,3743.560867,0.392234,0.34546764,0.3087282,0.37833928
159808,20072032,2007,Mammalian,Small Rodents and Moles,Fleas,Ectoparasitic,-80.37788123,43.70589893,0.052775164,2,-0.248169298,625.1721799,0.2055248,0.5218897,0.231619,0.18665939
159861,20122715,2012,Avian,Seabirds and Shorebirds,Circovirus,Viral,-79.72272617,43.67572798,-0.061804827,1,0.301482316,489.9709983,0.3104016,0.03102561,0.3304349,0.34363551
159864,20071084,2007,Mammalian,Lagomorphs,Mites,Ecoparasitic,-79.67414442,43.67525075,-0.074208625,1,0.032617085,0,0.3104016,0.03102561,0.3304349,0.34363551
159872,20071564,2007,Mammalian,Small Carnivores,Fleas,Ectoparasitic,-79.58769472,43.66575227,0.307651251,2,0.172509437,505.9981989,0.2055248,0.5218897,0.231619,0.18665939
159874,20083534,2008,Mammalian,Small Rodents and Moles,Fleas,Ectoparasitic,-79.55941261,43.66635612,0.075208551,1,0.021398839,262.9710585,0.3104016,0.03102561,0.3304349,0.34363551
